cedula,nombre,apellido,genero
1000013637,Paola,Mendoza,F
1000013638,Andres,Torres,M
1000013639,Gabriela,Mendoza,F
1000013640,Miguel,Castro,M
1000013641,Daniela,Lopez,F
1000013642,Andres,Lopez,M
1000013643,Andrea,Vera,F
1000013644,Andres,Torres,M
1000013645,Lucia,Rodriguez,F
1000013646,Juan,Torres,M
1000013647,Andrea,Gomez,F
1000013648,Ricardo,Martinez,M
1000013649,Andrea,Vera,F
1000013650,Fernando,Sanchez,M
1000013651,Ana,Castro,F
1000013652,Jorge,Gomez,M
1000013653,Sofia,Rodriguez,F
1000013654,Luis,Vera,M
1000013655,Maria,Martinez,F
1000013656,Fernando,Vera,M
1000013657,Valeria,Sanchez,F
1000013658,Luis,Mendoza,M
1000013659,Gabriela,Mendoza,F
1000013660,Andres,Torres,M
1000013661,Sofia,Lopez,F
1000013662,Diego,Rodriguez,M
1000013663,Maria,Vera,F
1000013664,Jorge,Gomez,M
1000013665,Valeria,Rodriguez,F
1000013666,Carlos,Martinez,M
1000013667,Ana,Torres,F
1000013668,Carlos,Mendoza,M
1000013669,Andrea,Torres,F
1000013670,Luis,Sanchez,M
1000013671,Lucia,Vera,F
1000013672,Miguel,Martinez,M
1000013673,Valeria,Sanchez,F
1000013674,Jorge,Castro,M
1000013675,Andrea,Castro,F
1000013676,Juan,Vera,M
1000013677,Lucia,Rodriguez,F
1000013678,Luis,Mendoza,M
1000013679,Lucia,Rodriguez,F
1000013680,Diego,Lopez,M
1000013681,Paola,Castro,F
1000013682,Fernando,Castro,M
1000013683,Maria,Gomez,F
1000013684,Luis,Rodriguez,M
1000013685,Paola,Castro,F
1000013686,Juan,Perez,M
1000013687,Gabriela,Martinez,F
1000013688,Andres,Torres,M
1000013689,Paola,Perez,F
1000013690,Fernando,Sanchez,M
1000013691,Paola,Mendoza,F
1000013692,Ricardo,Martinez,M
1000013693,Carolina,Lopez,F
1000013694,Diego,Vera,M
1000013695,Paola,Martinez,F
1000013696,Miguel,Rodriguez,M
1000013697,Valeria,Torres,F
1000013698,Carlos,Torres,M
1000013699,Andrea,Castro,F
1000013700,Juan,Mendoza,M
1000013701,Sofia,Mendoza,F
1000013702,Fernando,Lopez,M
1000013703,Daniela,Castro,F
1000013704,Carlos,Martinez,M
1000013705,Paola,Castro,F
1000013706,Juan,Torres,M
1000013707,Valeria,Sanchez,F
1000013708,Miguel,Torres,M
1000013709,Valeria,Vera,F
1000013710,Luis,Vera,M
1000013711,Andrea,Rodriguez,F
1000013712,Fernando,Sanchez,M
1000013713,Andrea,Torres,F
1000013714,Diego,Vera,M
1000013715,Sofia,Torres,F
1000013716,Juan,Gomez,M
1000013717,Maria,Mendoza,F
1000013718,Jorge,Lopez,M
1000013719,Lucia,Rodriguez,F
1000013720,Ricardo,Vera,M
1000013721,Ana,Gomez,F
1000013722,Carlos,Castro,M
1000013723,Maria,Martinez,F
1000013724,Carlos,Torres,M
1000013725,Andrea,Lopez,F
1000013726,Luis,Castro,M
1000013727,Andrea,Torres,F
1000013728,Jorge,Lopez,M
1000013729,Andrea,Gomez,F
1000013730,Juan,Mendoza,M
1000013731,Maria,Vera,F
1000013732,Jorge,Castro,M
1000013733,Maria,Lopez,F
1000013734,Juan,Mendoza,M
1000013735,Valeria,Gomez,F
1000013736,Pedro,Mendoza,M
1000013737,Lucia,Castro,F
1000013738,Fernando,Gomez,M
1000013739,Gabriela,Torres,F
1000013740,Ricardo,Rodriguez,M
1000013741,Sofia,Sanchez,F
1000013742,Fernando,Vera,M
1000013743,Carolina,Castro,F
1000013744,Diego,Perez,M
1000013745,Sofia,Martinez,F
1000013746,Juan,Vera,M
1000013747,Paola,Martinez,F
1000013748,Diego,Torres,M
1000013749,Valeria,Vera,F
1000013750,Fernando,Rodriguez,M
1000013751,Sofia,Martinez,F
1000013752,Miguel,Mendoza,M
1000013753,Maria,Mendoza,F
1000013754,Diego,Rodriguez,M
1000013755,Ana,Gomez,F
1000013756,Pedro,Lopez,M
1000013757,Daniela,Martinez,F
1000013758,Miguel,Perez,M
1000013759,Daniela,Mendoza,F
1000013760,Juan,Martinez,M
1000013761,Lucia,Lopez,F
1000013762,Fernando,Mendoza,M
1000013763,Valeria,Castro,F
1000013764,Pedro,Torres,M
1000013765,Carolina,Sanchez,F
1000013766,Andres,Perez,M
1000013767,Carolina,Martinez,F
1000013768,Fernando,Torres,M
1000013769,Sofia,Lopez,F
1000013770,Carlos,Sanchez,M
1000013771,Ana,Sanchez,F
1000013772,Diego,Perez,M
1000013773,Ana,Gomez,F
1000013774,Pedro,Martinez,M
1000013775,Maria,Rodriguez,F
1000013776,Jorge,Torres,M
1000013777,Paola,Lopez,F
1000013778,Miguel,Vera,M
1000013779,Andrea,Castro,F
1000013780,Carlos,Perez,M
1000013781,Valeria,Mendoza,F
1000013782,Diego,Castro,M
1000013783,Paola,Torres,F
1000013784,Juan,Gomez,M
1000013785,Sofia,Sanchez,F
1000013786,Andres,Martinez,M
1000013787,Gabriela,Torres,F
1000013788,Andres,Sanchez,M
1000013789,Gabriela,Mendoza,F
1000013790,Ricardo,Sanchez,M
1000013791,Maria,Rodriguez,F
1000013792,Jorge,Vera,M
1000013793,Carolina,Perez,F
1000013794,Carlos,Vera,M
1000013795,Sofia,Gomez,F
1000013796,Ricardo,Martinez,M
1000013797,Paola,Rodriguez,F
1000013798,Diego,Torres,M
1000013799,Sofia,Lopez,F
1000013800,Miguel,Castro,M
1000013801,Paola,Martinez,F
1000013802,Diego,Gomez,M
1000013803,Valeria,Gomez,F
1000013804,Diego,Rodriguez,M
1000013805,Ana,Torres,F
1000013806,Jorge,Torres,M
1000013807,Sofia,Perez,F
1000013808,Luis,Castro,M
1000013809,Ana,Martinez,F
1000013810,Fernando,Martinez,M
1000013811,Carolina,Gomez,F
1000013812,Pedro,Rodriguez,M
1000013813,Lucia,Sanchez,F
1000013814,Carlos,Vera,M
1000013815,Daniela,Lopez,F
1000013816,Fernando,Martinez,M
1000013817,Carolina,Torres,F
1000013818,Pedro,Castro,M
1000013819,Gabriela,Vera,F
1000013820,Juan,Mendoza,M
1000013821,Sofia,Sanchez,F
1000013822,Andres,Vera,M
1000013823,Paola,Sanchez,F
1000013824,Jorge,Gomez,M
1000013825,Ana,Martinez,F
1000013826,Ricardo,Martinez,M
1000013827,Andrea,Sanchez,F
1000013828,Carlos,Mendoza,M
1000013829,Carolina,Castro,F
1000013830,Carlos,Vera,M
1000013831,Ana,Mendoza,F
1000013832,Juan,Martinez,M
1000013833,Maria,Gomez,F
1000013834,Luis,Lopez,M
1000013835,Andrea,Lopez,F
1000013836,Jorge,Castro,M
1000013837,Andrea,Lopez,F
1000013838,Andres,Lopez,M
1000013839,Sofia,Sanchez,F
1000013840,Andres,Mendoza,M
1000013841,Gabriela,Perez,F
1000013842,Ricardo,Sanchez,M
1000013843,Andrea,Rodriguez,F
1000013844,Diego,Mendoza,M
1000013845,Carolina,Perez,F
1000013846,Luis,Castro,M
1000013847,Lucia,Torres,F
1000013848,Jorge,Sanchez,M
1000013849,Sofia,Rodriguez,F
1000013850,Juan,Gomez,M
1000013851,Gabriela,Martinez,F
1000013852,Juan,Castro,M
1000013853,Valeria,Vera,F
1000013854,Luis,Lopez,M
1000013855,Andrea,Rodriguez,F
1000013856,Jorge,Vera,M
1000013857,Paola,Mendoza,F
1000013858,Carlos,Castro,M
1000013859,Gabriela,Vera,F
1000013860,Jorge,Vera,M
1000013861,Ana,Perez,F
1000013862,Luis,Martinez,M
1000013863,Gabriela,Rodriguez,F
1000013864,Andres,Gomez,M
1000013865,Maria,Gomez,F
1000013866,Luis,Gomez,M
1000013867,Sofia,Sanchez,F
1000013868,Ricardo,Castro,M
1000013869,Andrea,Perez,F
1000013870,Carlos,Rodriguez,M
1000013871,Paola,Vera,F
1000013872,Fernando,Rodriguez,M
1000013873,Gabriela,Mendoza,F
1000013874,Miguel,Castro,M
1000013875,Maria,Lopez,F
1000013876,Diego,Mendoza,M
1000013877,Valeria,Lopez,F
1000013878,Miguel,Gomez,M
1000013879,Carolina,Sanchez,F
1000013880,Jorge,Lopez,M
1000013881,Carolina,Sanchez,F
1000013882,Juan,Castro,M
1000013883,Lucia,Rodriguez,F
1000013884,Pedro,Martinez,M
1000013885,Ana,Mendoza,F
1000013886,Andres,Vera,M
1000013887,Daniela,Vera,F
1000013888,Andres,Gomez,M
1000013889,Gabriela,Perez,F
1000013890,Carlos,Torres,M
1000013891,Gabriela,Rodriguez,F
1000013892,Diego,Gomez,M
1000013893,Gabriela,Rodriguez,F
1000013894,Carlos,Castro,M
1000013895,Valeria,Martinez,F
1000013896,Jorge,Castro,M
1000013897,Daniela,Martinez,F
1000013898,Ricardo,Gomez,M
1000013899,Lucia,Mendoza,F
1000013900,Diego,Vera,M
1000013901,Carolina,Lopez,F
1000013902,Andres,Castro,M
1000013903,Maria,Perez,F
1000013904,Pedro,Torres,M
1000013905,Daniela,Perez,F
1000013906,Luis,Martinez,M
1000013907,Daniela,Lopez,F
1000013908,Pedro,Sanchez,M
1000013909,Carolina,Sanchez,F
1000013910,Fernando,Vera,M
1000013911,Paola,Gomez,F
1000013912,Luis,Torres,M
1000013913,Andrea,Rodriguez,F
1000013914,Ricardo,Perez,M
1000013915,Carolina,Mendoza,F
1000013916,Pedro,Rodriguez,M
1000013917,Ana,Sanchez,F
1000013918,Miguel,Sanchez,M
1000013919,Gabriela,Lopez,F
1000013920,Miguel,Mendoza,M
1000013921,Carolina,Castro,F
1000013922,Pedro,Gomez,M
1000013923,Daniela,Lopez,F
1000013924,Carlos,Sanchez,M
1000013925,Valeria,Mendoza,F
1000013926,Fernando,Torres,M
1000013927,Paola,Castro,F
1000013928,Miguel,Rodriguez,M
1000013929,Ana,Gomez,F
1000013930,Juan,Sanchez,M
1000013931,Maria,Castro,F
1000013932,Miguel,Sanchez,M
1000013933,Sofia,Mendoza,F
1000013934,Diego,Vera,M
1000013935,Gabriela,Lopez,F
1000013936,Fernando,Rodriguez,M
1000013937,Maria,Torres,F
1000013938,Miguel,Torres,M
1000013939,Maria,Perez,F
1000013940,Carlos,Torres,M
1000013941,Paola,Rodriguez,F
1000013942,Carlos,Sanchez,M
1000013943,Sofia,Castro,F
1000013944,Carlos,Martinez,M
1000013945,Ana,Lopez,F
1000013946,Andres,Rodriguez,M
1000013947,Gabriela,Mendoza,F
1000013948,Fernando,Vera,M
1000013949,Lucia,Lopez,F
1000013950,Juan,Mendoza,M
1000013951,Andrea,Lopez,F
1000013952,Fernando,Mendoza,M
1000013953,Ana,Perez,F
1000013954,Ricardo,Vera,M
1000013955,Andrea,Martinez,F
1000013956,Jorge,Sanchez,M
1000013957,Lucia,Martinez,F
1000013958,Diego,Perez,M
1000013959,Gabriela,Torres,F
1000013960,Juan,Gomez,M
1000013961,Gabriela,Castro,F
1000013962,Pedro,Rodriguez,M
1000013963,Ana,Martinez,F
1000013964,Andres,Gomez,M
1000013965,Sofia,Perez,F
1000013966,Jorge,Perez,M
1000013967,Maria,Gomez,F
1000013968,Pedro,Perez,M
1000013969,Lucia,Torres,F
1000013970,Jorge,Martinez,M
1000013971,Daniela,Perez,F
1000013972,Miguel,Gomez,M
1000013973,Lucia,Sanchez,F
1000013974,Carlos,Lopez,M
1000013975,Carolina,Gomez,F
1000013976,Juan,Vera,M
1000013977,Gabriela,Mendoza,F
1000013978,Juan,Lopez,M
1000013979,Daniela,Lopez,F
1000013980,Andres,Martinez,M
1000013981,Valeria,Castro,F
1000013982,Luis,Perez,M
1000013983,Ana,Vera,F
1000013984,Jorge,Rodriguez,M
1000013985,Sofia,Torres,F
1000013986,Luis,Gomez,M
1000013987,Lucia,Gomez,F
1000013988,Andres,Perez,M
1000013989,Maria,Martinez,F
1000013990,Pedro,Castro,M
1000013991,Lucia,Gomez,F
1000013992,Luis,Perez,M
1000013993,Daniela,Vera,F
1000013994,Luis,Perez,M
1000013995,Ana,Castro,F
1000013996,Juan,Lopez,M
1000013997,Ana,Rodriguez,F
1000013998,Andres,Torres,M
1000013999,Carolina,Rodriguez,F
1000014000,Pedro,Castro,M
1000014001,Ana,Rodriguez,F
1000014002,Pedro,Gomez,M
1000014003,Daniela,Gomez,F
1000014004,Fernando,Vera,M
1000014005,Ana,Rodriguez,F
1000014006,Luis,Rodriguez,M
1000014007,Valeria,Sanchez,F
1000014008,Miguel,Vera,M
1000014009,Carolina,Martinez,F
1000014010,Luis,Rodriguez,M
1000014011,Carolina,Gomez,F
1000014012,Fernando,Vera,M
1000014013,Carolina,Sanchez,F
1000014014,Ricardo,Mendoza,M
1000014015,Gabriela,Perez,F
1000014016,Luis,Sanchez,M
1000014017,Valeria,Torres,F
1000014018,Jorge,Vera,M
1000014019,Sofia,Sanchez,F
1000014020,Luis,Perez,M
1000014021,Valeria,Martinez,F
1000014022,Pedro,Vera,M
1000014023,Paola,Mendoza,F
1000014024,Pedro,Sanchez,M
1000014025,Valeria,Torres,F
1000014026,Miguel,Gomez,M
1000014027,Valeria,Mendoza,F
1000014028,Pedro,Martinez,M
1000014029,Gabriela,Lopez,F
1000014030,Miguel,Gomez,M
1000014031,Gabriela,Vera,F
1000014032,Miguel,Martinez,M
1000014033,Valeria,Lopez,F
1000014034,Andres,Mendoza,M
1000014035,Gabriela,Gomez,F
1000014036,Miguel,Rodriguez,M
1000014037,Andrea,Perez,F
1000014038,Ricardo,Vera,M
1000014039,Gabriela,Sanchez,F
1000014040,Carlos,Sanchez,M
1000014041,Paola,Martinez,F
1000014042,Pedro,Rodriguez,M
1000014043,Gabriela,Castro,F
1000014044,Miguel,Gomez,M
1000014045,Carolina,Mendoza,F
1000014046,Andres,Vera,M
1000014047,Gabriela,Martinez,F
1000014048,Pedro,Martinez,M
1000014049,Sofia,Torres,F
1000014050,Ricardo,Vera,M
1000014051,Lucia,Castro,F
1000014052,Fernando,Martinez,M
1000014053,Sofia,Gomez,F
1000014054,Andres,Rodriguez,M
1000014055,Gabriela,Mendoza,F
1000014056,Ricardo,Gomez,M
1000014057,Carolina,Lopez,F
1000014058,Miguel,Mendoza,M
1000014059,Ana,Gomez,F
1000014060,Diego,Vera,M
1000014061,Sofia,Torres,F
1000014062,Pedro,Martinez,M
1000014063,Carolina,Rodriguez,F
1000014064,Andres,Vera,M
1000014065,Andrea,Martinez,F
1000014066,Fernando,Vera,M
1000014067,Sofia,Castro,F
1000014068,Juan,Vera,M
1000014069,Ana,Vera,F
1000014070,Fernando,Gomez,M
1000014071,Carolina,Castro,F
1000014072,Diego,Castro,M
1000014073,Sofia,Castro,F
1000014074,Ricardo,Torres,M
1000014075,Ana,Vera,F
1000014076,Carlos,Martinez,M
1000014077,Sofia,Torres,F
1000014078,Carlos,Lopez,M
1000014079,Gabriela,Torres,F
1000014080,Pedro,Mendoza,M
1000014081,Ana,Perez,F
1000014082,Pedro,Perez,M
1000014083,Paola,Rodriguez,F
1000014084,Diego,Gomez,M
1000014085,Gabriela,Perez,F
1000014086,Diego,Gomez,M
1000014087,Maria,Lopez,F
1000014088,Andres,Torres,M
1000014089,Valeria,Vera,F
1000014090,Diego,Torres,M
1000014091,Maria,Torres,F
1000014092,Luis,Vera,M
1000014093,Carolina,Castro,F
1000014094,Pedro,Lopez,M
1000014095,Lucia,Lopez,F
1000014096,Andres,Vera,M
1000014097,Sofia,Castro,F
1000014098,Andres,Mendoza,M
1000014099,Gabriela,Gomez,F
1000014100,Miguel,Sanchez,M
1000014101,Lucia,Castro,F
1000014102,Luis,Vera,M
1000014103,Carolina,Martinez,F
1000014104,Jorge,Rodriguez,M
1000014105,Sofia,Castro,F
1000014106,Carlos,Mendoza,M
1000014107,Lucia,Castro,F
1000014108,Ricardo,Sanchez,M
1000014109,Maria,Rodriguez,F
1000014110,Jorge,Castro,M
1000014111,Carolina,Torres,F
1000014112,Carlos,Lopez,M
1000014113,Lucia,Vera,F
1000014114,Jorge,Sanchez,M
1000014115,Valeria,Mendoza,F
1000014116,Carlos,Castro,M
1000014117,Gabriela,Mendoza,F
1000014118,Juan,Vera,M
1000014119,Andrea,Rodriguez,F
1000014120,Pedro,Martinez,M
1000014121,Sofia,Castro,F
1000014122,Carlos,Perez,M
1000014123,Ana,Vera,F
1000014124,Carlos,Gomez,M
1000014125,Daniela,Castro,F
1000014126,Juan,Lopez,M
1000014127,Gabriela,Rodriguez,F
1000014128,Ricardo,Castro,M
1000014129,Carolina,Castro,F
1000014130,Juan,Lopez,M
1000014131,Sofia,Rodriguez,F
1000014132,Pedro,Sanchez,M
1000014133,Carolina,Rodriguez,F
1000014134,Diego,Vera,M
1000014135,Paola,Rodriguez,F
1000014136,Andres,Torres,M
1000014137,Ana,Sanchez,F
1000014138,Juan,Castro,M
1000014139,Andrea,Sanchez,F
1000014140,Carlos,Perez,M
1000014141,Ana,Vera,F
1000014142,Diego,Castro,M
1000014143,Sofia,Perez,F
1000014144,Carlos,Sanchez,M
1000014145,Andrea,Lopez,F
1000014146,Carlos,Vera,M
1000014147,Maria,Sanchez,F
1000014148,Ricardo,Castro,M
1000014149,Ana,Perez,F
1000014150,Juan,Sanchez,M
1000014151,Lucia,Perez,F
1000014152,Luis,Torres,M
1000014153,Andrea,Vera,F
1000014154,Jorge,Lopez,M
1000014155,Gabriela,Torres,F
1000014156,Juan,Lopez,M
1000014157,Valeria,Castro,F
1000014158,Juan,Rodriguez,M
1000014159,Carolina,Gomez,F
1000014160,Carlos,Rodriguez,M
1000014161,Carolina,Torres,F
1000014162,Miguel,Sanchez,M
1000014163,Andrea,Sanchez,F
1000014164,Luis,Perez,M
1000014165,Sofia,Martinez,F
1000014166,Pedro,Lopez,M
1000014167,Gabriela,Perez,F
1000014168,Diego,Castro,M
1000014169,Ana,Mendoza,F
1000014170,Ricardo,Lopez,M
1000014171,Sofia,Torres,F
1000014172,Jorge,Perez,M
1000014173,Ana,Martinez,F
1000014174,Diego,Lopez,M
1000014175,Ana,Mendoza,F
1000014176,Carlos,Rodriguez,M
1000014177,Lucia,Lopez,F
1000014178,Ricardo,Sanchez,M
1000014179,Maria,Gomez,F
1000014180,Andres,Mendoza,M
1000014181,Maria,Gomez,F
1000014182,Fernando,Torres,M
1000014183,Ana,Sanchez,F
1000014184,Carlos,Lopez,M
1000014185,Lucia,Torres,F
1000014186,Diego,Sanchez,M
1000014187,Daniela,Gomez,F
1000014188,Diego,Lopez,M
1000014189,Valeria,Rodriguez,F
1000014190,Jorge,Mendoza,M
1000014191,Andrea,Martinez,F
1000014192,Diego,Vera,M
1000014193,Carolina,Vera,F
1000014194,Pedro,Castro,M
1000014195,Ana,Rodriguez,F
1000014196,Fernando,Lopez,M
1000014197,Maria,Mendoza,F
1000014198,Andres,Castro,M
1000014199,Ana,Vera,F
1000014200,Carlos,Castro,M
1000014201,Carolina,Gomez,F
1000014202,Pedro,Gomez,M
1000014203,Ana,Martinez,F
1000014204,Andres,Perez,M
1000014205,Ana,Rodriguez,F
1000014206,Carlos,Martinez,M
1000014207,Sofia,Martinez,F
1000014208,Juan,Vera,M
1000014209,Valeria,Vera,F
1000014210,Luis,Vera,M
1000014211,Ana,Vera,F
1000014212,Fernando,Sanchez,M
1000014213,Daniela,Martinez,F
1000014214,Luis,Martinez,M
1000014215,Lucia,Mendoza,F
1000014216,Andres,Lopez,M
1000014217,Maria,Gomez,F
1000014218,Miguel,Sanchez,M
1000014219,Paola,Lopez,F
1000014220,Diego,Castro,M
1000014221,Andrea,Castro,F
1000014222,Ricardo,Sanchez,M
1000014223,Andrea,Torres,F
1000014224,Miguel,Vera,M
1000014225,Gabriela,Castro,F
1000014226,Andres,Torres,M
1000014227,Valeria,Castro,F
1000014228,Pedro,Perez,M
1000014229,Maria,Martinez,F
1000014230,Carlos,Castro,M
1000014231,Daniela,Vera,F
1000014232,Diego,Martinez,M
1000014233,Gabriela,Rodriguez,F
1000014234,Miguel,Martinez,M
1000014235,Andrea,Sanchez,F
1000014236,Luis,Gomez,M
1000014237,Paola,Lopez,F
1000014238,Diego,Gomez,M
1000014239,Gabriela,Vera,F
1000014240,Luis,Martinez,M
1000014241,Gabriela,Martinez,F
1000014242,Juan,Sanchez,M
1000014243,Gabriela,Perez,F
1000014244,Diego,Perez,M
1000014245,Maria,Lopez,F
1000014246,Andres,Sanchez,M
1000014247,Ana,Rodriguez,F
1000014248,Juan,Vera,M
1000014249,Andrea,Vera,F
1000014250,Luis,Sanchez,M
1000014251,Maria,Torres,F
1000014252,Diego,Lopez,M
1000014253,Maria,Perez,F
1000014254,Jorge,Vera,M
1000014255,Andrea,Castro,F
1000014256,Juan,Sanchez,M
1000014257,Ana,Mendoza,F
1000014258,Luis,Torres,M
1000014259,Lucia,Perez,F
1000014260,Diego,Vera,M
1000014261,Lucia,Rodriguez,F
1000014262,Fernando,Lopez,M
1000014263,Ana,Martinez,F
1000014264,Luis,Gomez,M
1000014265,Sofia,Gomez,F
1000014266,Fernando,Gomez,M
1000014267,Lucia,Gomez,F
1000014268,Fernando,Gomez,M
1000014269,Carolina,Perez,F
1000014270,Fernando,Sanchez,M
1000014271,Paola,Martinez,F
1000014272,Luis,Torres,M
1000014273,Sofia,Martinez,F
1000014274,Ricardo,Castro,M
1000014275,Valeria,Sanchez,F
1000014276,Juan,Perez,M
1000014277,Carolina,Lopez,F
1000014278,Juan,Torres,M
1000014279,Carolina,Mendoza,F
1000014280,Ricardo,Lopez,M
1000014281,Sofia,Martinez,F
1000014282,Carlos,Lopez,M
1000014283,Sofia,Martinez,F
1000014284,Juan,Martinez,M
1000014285,Sofia,Martinez,F
1000014286,Diego,Gomez,M
1000014287,Lucia,Torres,F
1000014288,Ricardo,Gomez,M
1000014289,Maria,Vera,F
1000014290,Andres,Lopez,M
1000014291,Daniela,Mendoza,F
1000014292,Fernando,Perez,M
1000014293,Valeria,Mendoza,F
1000014294,Fernando,Rodriguez,M
1000014295,Maria,Gomez,F
1000014296,Fernando,Perez,M
1000014297,Ana,Perez,F
1000014298,Andres,Lopez,M
1000014299,Valeria,Sanchez,F
1000014300,Miguel,Rodriguez,M
1000014301,Carolina,Lopez,F
1000014302,Ricardo,Martinez,M
1000014303,Lucia,Torres,F
1000014304,Carlos,Sanchez,M
1000014305,Carolina,Mendoza,F
1000014306,Fernando,Vera,M
1000014307,Paola,Sanchez,F
1000014308,Luis,Torres,M
1000014309,Maria,Gomez,F
1000014310,Carlos,Torres,M
1000014311,Andrea,Castro,F
1000014312,Pedro,Perez,M
1000014313,Gabriela,Rodriguez,F
1000014314,Miguel,Mendoza,M
1000014315,Andrea,Perez,F
1000014316,Pedro,Mendoza,M
1000014317,Andrea,Castro,F
1000014318,Carlos,Gomez,M
1000014319,Ana,Rodriguez,F
1000014320,Ricardo,Mendoza,M
1000014321,Carolina,Rodriguez,F
1000014322,Jorge,Castro,M
1000014323,Valeria,Perez,F
1000014324,Miguel,Martinez,M
1000014325,Andrea,Martinez,F
1000014326,Miguel,Mendoza,M
1000014327,Daniela,Castro,F
1000014328,Ricardo,Sanchez,M
1000014329,Maria,Torres,F
1000014330,Andres,Gomez,M
1000014331,Valeria,Perez,F
1000014332,Jorge,Castro,M
1000014333,Gabriela,Castro,F
1000014334,Juan,Sanchez,M
1000014335,Daniela,Gomez,F
1000014336,Fernando,Castro,M
1000014337,Andrea,Vera,F
1000014338,Juan,Vera,M
1000014339,Ana,Perez,F
1000014340,Jorge,Martinez,M
1000014341,Gabriela,Mendoza,F
1000014342,Pedro,Rodriguez,M
1000014343,Paola,Sanchez,F
1000014344,Miguel,Mendoza,M
1000014345,Maria,Lopez,F
1000014346,Jorge,Martinez,M
1000014347,Lucia,Mendoza,F
1000014348,Jorge,Lopez,M
1000014349,Sofia,Vera,F
1000014350,Fernando,Lopez,M
1000014351,Carolina,Castro,F
1000014352,Fernando,Perez,M
1000014353,Lucia,Martinez,F
1000014354,Pedro,Perez,M
1000014355,Andrea,Sanchez,F
1000014356,Pedro,Mendoza,M
1000014357,Gabriela,Castro,F
1000014358,Ricardo,Gomez,M
1000014359,Valeria,Vera,F
1000014360,Andres,Sanchez,M
1000014361,Carolina,Mendoza,F
1000014362,Diego,Gomez,M
1000014363,Daniela,Perez,F
1000014364,Fernando,Sanchez,M
1000014365,Lucia,Rodriguez,F
1000014366,Luis,Sanchez,M
1000014367,Lucia,Rodriguez,F
1000014368,Andres,Torres,M
1000014369,Maria,Perez,F
1000014370,Andres,Lopez,M
1000014371,Paola,Gomez,F
1000014372,Andres,Lopez,M
1000014373,Daniela,Martinez,F
1000014374,Pedro,Vera,M
1000014375,Valeria,Lopez,F
1000014376,Miguel,Torres,M
1000014377,Daniela,Martinez,F
1000014378,Diego,Sanchez,M
1000014379,Valeria,Perez,F
1000014380,Jorge,Gomez,M
1000014381,Paola,Castro,F
1000014382,Jorge,Perez,M
1000014383,Lucia,Sanchez,F
1000014384,Luis,Martinez,M
1000014385,Paola,Perez,F
1000014386,Pedro,Rodriguez,M
1000014387,Sofia,Gomez,F
1000014388,Ricardo,Martinez,M
1000014389,Valeria,Sanchez,F
1000014390,Miguel,Gomez,M
1000014391,Sofia,Lopez,F
1000014392,Miguel,Torres,M
1000014393,Lucia,Torres,F
1000014394,Jorge,Rodriguez,M
1000014395,Maria,Sanchez,F
1000014396,Juan,Gomez,M
1000014397,Valeria,Vera,F
1000014398,Jorge,Gomez,M
1000014399,Valeria,Castro,F
1000014400,Carlos,Mendoza,M
1000014401,Lucia,Lopez,F
1000014402,Diego,Sanchez,M
1000014403,Lucia,Castro,F
1000014404,Luis,Gomez,M
1000014405,Maria,Sanchez,F
1000014406,Carlos,Vera,M
1000014407,Paola,Torres,F
1000014408,Luis,Lopez,M
1000014409,Daniela,Rodriguez,F
1000014410,Ricardo,Gomez,M
1000014411,Gabriela,Vera,F
1000014412,Ricardo,Rodriguez,M
1000014413,Paola,Perez,F
1000014414,Jorge,Rodriguez,M
1000014415,Lucia,Martinez,F
1000014416,Juan,Rodriguez,M
1000014417,Ana,Rodriguez,F
1000014418,Ricardo,Gomez,M
1000014419,Andrea,Perez,F
1000014420,Andres,Torres,M
1000014421,Daniela,Perez,F
1000014422,Luis,Gomez,M
1000014423,Maria,Vera,F
1000014424,Carlos,Castro,M
1000014425,Maria,Lopez,F
1000014426,Ricardo,Rodriguez,M
1000014427,Sofia,Rodriguez,F
1000014428,Miguel,Castro,M
1000014429,Sofia,Mendoza,F
1000014430,Ricardo,Mendoza,M
1000014431,Ana,Castro,F
1000014432,Juan,Perez,M
1000014433,Maria,Perez,F
1000014434,Luis,Castro,M
1000014435,Daniela,Vera,F
1000014436,Carlos,Vera,M
1000014437,Lucia,Gomez,F
1000014438,Miguel,Vera,M
1000014439,Carolina,Mendoza,F
1000014440,Carlos,Torres,M
1000014441,Daniela,Martinez,F
1000014442,Ricardo,Sanchez,M
1000014443,Maria,Mendoza,F
1000014444,Ricardo,Castro,M
1000014445,Lucia,Rodriguez,F
1000014446,Juan,Sanchez,M
1000014447,Daniela,Rodriguez,F
1000014448,Luis,Rodriguez,M
1000014449,Ana,Vera,F
1000014450,Diego,Mendoza,M
1000014451,Andrea,Lopez,F
1000014452,Andres,Martinez,M
1000014453,Gabriela,Sanchez,F
1000014454,Diego,Sanchez,M
1000014455,Sofia,Mendoza,F
1000014456,Juan,Lopez,M
1000014457,Valeria,Sanchez,F
1000014458,Miguel,Rodriguez,M
1000014459,Valeria,Lopez,F
1000014460,Carlos,Mendoza,M
1000014461,Paola,Vera,F
1000014462,Jorge,Vera,M
1000014463,Daniela,Perez,F
1000014464,Miguel,Gomez,M
1000014465,Paola,Vera,F
1000014466,Carlos,Gomez,M
1000014467,Maria,Castro,F
1000014468,Luis,Torres,M
1000014469,Ana,Martinez,F
1000014470,Diego,Torres,M
1000014471,Maria,Vera,F
